	Meaty	Medicinal	Chocolate	Wood	Spice	Herbaceous	Berry	Dairy	Green	Nutty	Petrol	Floral	Caramel	Sulphur	Tree fruit	Tropical	Marine	Earthy	Melon	Sour	Citrus	Roasted	Phenol	Pungent	Smoke	Toasted	Savory
376	0.06	0.04	0.21	0.26	0.26	0.15	0.19	0.06	0.04	0.01	0.17	0.03	0.07	0.09	0.23	0.01	0.14	0.01	0.17	0.27	0.11	0.09	0.23	0.07	0.06	0.14	0.5
377	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.26	0.09	0.15	0.08	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
378	0.06	0.19	0.21	0.21	0.35	0.2	0.11	0.06	0.22	0.24	0.33	0.31	0.32	0.09	0.17	0.09	0.14	0.13	0.11	0.27	0.3	0.07	0.17	0.28	0.06	0.14	0.5
379	0.06	0.12	0.18	0.07	0.19	0.1	0.13	0.12	0.23	0.25	0.17	0.31	0.29	0.09	0.14	0.08	0.21	0.11	0.11	0.27	0.26	0.07	0.17	0.26	0.06	0.14	0.5
380	0.14	0.25	0.18	0.21	0.23	0.25	0.25	0.19	0.4	0.3	0.17	0.42	0.38	0.19	0.25	0.2	0.21	0.24	0.28	0.33	0.32	0.07	0.2	0.43	0.06	0.14	0.5
381	0.06	0.42	0.18	0.37	0.61	0.47	0.12	0.19	0.3	0.25	0.5	0.38	0.41	0.09	0.17	0.09	0.21	0.14	0.11	0.27	0.49	0.07	0.23	0.33	0.06	0.14	0.5
382	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.26	0.1	0.14	0.07	0.14	0.14	0.11	0.4	0.15	0.07	0.17	0.24	0.06	0.14	0.5
383	0.06	0.02	0.18	0.04	0.16	0.1	0.03	0.19	0.01	0.24	0.17	0.02	0.04	0.1	0.01	0.02	0.14	0.14	0.11	0.07	0.15	0.07	0.17	0.02	0.06	0.14	0.5
384	0.06	0.12	0.04	0.08	0.1	0.12	0.1	0.25	0.11	0.15	0.17	0.21	0.17	0.02	0.08	0.07	0.14	0.04	0.11	0.13	0.13	0.09	0.1	0.09	0.22	0.29	0.5
385	0.06	0.04	0.04	0.11	0.06	0.22	0.01	0.25	0.03	0.15	0.17	0.05	0.05	0.02	0.08	0.02	0.14	0.01	0.11	0.13	0.21	0.09	0.1	0.04	0.22	0.29	0.5
386	0.08	0.04	0.11	0.08	0.1	0.08	0.15	0.25	0.19	0.15	0.17	0.19	0.14	0.01	0.11	0.09	0.07	0.1	0.06	0.27	0.16	0.09	0.03	0.07	0.22	0.29	0.5
387	0.06	0.12	0.18	0.04	0.16	0.12	0.11	0.19	0.23	0.24	0.5	0.27	0.28	0.15	0.14	0.07	0.14	0.17	0.11	0.4	0.17	0.07	0.17	0.26	0.22	0.29	0.5
388	0.08	0.12	0.18	0.07	0.23	0.1	0.2	0.12	0.29	0.29	0.17	0.31	0.34	0.12	0.2	0.12	0.21	0.19	0.28	0.6	0.24	0.09	0.17	0.37	0.22	0.14	0.5
389	0.08	0.12	0.18	0.07	0.03	0.1	0.2	0.12	0.01	0.29	0.17	0.31	0.34	0.12	0.2	0.12	0.21	0.01	0.28	0.6	0.24	0.09	0.17	0.37	0.22	0.14	0.5
390	0.08	0.06	0.07	0.1	0.1	0.08	0.06	0.12	0.15	0.14	0.33	0.19	0.14	0.12	0.09	0.02	0.14	0.1	0.06	0.6	0.2	0.04	0.07	0.07	0.06	0.14	0.5
391	0.06	0.17	0.18	0.18	0.23	0.22	0.17	0.19	0.29	0.25	0.17	0.4	0.35	0.09	0.16	0.12	0.21	0.17	0.11	0.33	0.29	0.07	0.2	0.33	0.06	0.14	0.5
392	0.06	0.1	0.04	0.2	0.26	0.12	0.02	0.19	0.02	0.01	0.5	0.02	0.06	0.09	0.02	0.01	0.21	0.04	0.11	0.33	0.14	0.07	0.2	0.02	0.06	0.14	0.5
393	0.06	0.04	0.04	0.03	0.06	0.05	0.03	0.19	0.02	0.03	0.5	0.12	0.06	0.09	0.07	0.01	0.21	0.04	0.11	0.33	0.07	0.07	0.07	0.02	0.11	0.14	0.5
394	0.06	0.17	0.18	0.18	0.26	0.19	0.12	0.12	0.26	0.25	0.5	0.3	0.31	0.09	0.16	0.09	0.21	0.17	0.11	0.4	0.33	0.07	0.17	0.24	0.11	0.14	0.5
395	0.14	0.23	0.29	0.15	0.19	0.22	0.17	0.25	0.26	0.33	0.33	0.26	0.35	0.1	0.14	0.12	0.29	0.24	0.11	0.47	0.25	0.09	0.17	0.33	0.11	0.14	0.5
396	0.14	0.21	0.18	0.09	0.19	0.22	0.18	0.12	0.4	0.31	0.17	0.39	0.31	0.12	0.16	0.13	0.64	0.3	0.17	0.47	0.28	0.09	0.2	0.37	0.06	0.14	0.5
397	0.03	0.02	0.18	0.11	0.06	0.14	0.05	0.06	0.19	0.05	0.17	0.13	0.08	0.12	0.06	0.06	0.07	0.06	0.11	0.47	0.26	0.09	0.2	0.02	0.06	0.14	0.5
398	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.26	0.26	0.09	0.15	0.08	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
399	0.11	0.04	0.07	0.04	0.1	0.07	0.02	0.06	0.02	0.03	0.17	0.02	0.03	0.09	0.02	0.05	0.14	0.11	0.11	0.2	0.05	0.07	0.07	0.07	0.06	0.14	0.5
400	0.11	0.04	0.07	0.04	0.1	0.07	0.02	0.06	0.02	0.03	0.17	0.02	0.03	0.09	0.02	0.01	0.14	0.11	0.11	0.2	0.05	0.07	0.07	0.07	0.06	0.14	0.5
401	0.03	0.04	0.07	0.04	0.1	0.02	0.01	0.12	0.02	0.03	0.17	0.01	0.02	0.09	0.02	0.01	0.07	0.06	0.11	0.2	0.01	0.07	0.07	0.07	0.06	0.14	0.5
402	0.03	0.02	0.14	0.06	0.1	0.05	0.05	0.19	0.03	0.1	0.17	0.02	0.04	0.05	0.05	0.01	0.07	0.06	0.11	0.13	0.07	0.02	0.07	0.2	0.06	0.14	0.5
403	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
404	0.08	0.1	0.18	0.02	0.03	0.1	0.04	0.06	0.17	0.11	0.17	0.04	0.07	0.01	0.05	0.05	0.21	0.14	0.11	0.27	0.16	0.02	0.17	0.09	0.06	0.14	0.5
405	0.03	0.06	0.07	0.19	0.16	0.19	0.08	0.06	0.14	0.06	0.33	0.05	0.1	0.05	0.08	0.07	0.14	0.16	0.11	0.07	0.17	0.02	0.03	0.07	0.06	0.14	0.5
408	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.19	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
409	0.08	0.12	0.18	0.06	0.16	0.12	0.11	0.06	0.22	0.25	0.17	0.26	0.25	0.17	0.14	0.07	0.14	0.16	0.11	0.4	0.16	0.09	0.17	0.26	0.06	0.14	0.5
410	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
411	0.06	0.12	0.18	0.06	0.16	0.12	0.11	0.12	0.21	0.25	0.17	0.25	0.27	0.09	0.16	0.08	0.14	0.13	0.11	0.4	0.21	0.07	0.17	0.24	0.06	0.14	0.5
412	0.08	0.12	0.18	0.11	0.23	0.14	0.13	0.06	0.22	0.25	0.17	0.27	0.29	0.09	0.16	0.09	0.14	0.13	0.11	0.4	0.15	0.07	0.17	0.28	0.06	0.14	0.5
413	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
414	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
415	0.14	0.19	0.18	0.29	0.35	0.24	0.22	0.12	0.34	0.31	0.5	0.3	0.32	0.1	0.19	0.12	0.29	0.21	0.17	0.53	0.33	0.07	0.2	0.35	0.06	0.14	0.5
416	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.06	0.14	0.5
417	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.06	0.14	0.5
418	0.06	0.19	0.18	0.27	0.32	0.19	0.12	0.06	0.23	0.24	0.33	0.3	0.29	0.09	0.14	0.08	0.14	0.13	0.17	0.27	0.31	0.07	0.17	0.26	0.06	0.14	0.5
419	0.08	0.15	0.18	0.03	0.13	0.19	0.12	0.06	0.23	0.01	0.33	0.02	0.04	0.09	0.14	0.08	0.14	0.13	0.17	0.27	0.31	0.02	0.33	0.04	0.22	0.14	0.5
421	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.22	0.14	0.5
422	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.22	0.14	0.5
423	0.08	0.23	0.25	0.11	0.29	0.25	0.13	0.06	0.29	0.33	0.17	0.34	0.3	0.12	0.19	0.11	0.29	0.21	0.17	0.27	0.31	0.11	0.17	0.39	0.22	0.14	0.5
424	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.22	0.14	0.5
425	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.22	0.14	0.5
426	0.06	0.23	0.18	0.33	0.29	0.36	0.15	0.19	0.26	0.25	0.33	0.31	0.35	0.09	0.14	0.09	0.21	0.16	0.11	0.4	0.32	0.07	0.2	0.33	0.22	0.14	0.5
427	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.22	0.14	0.5
428	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.22	0.14	0.5
429	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.22	0.14	0.5
430	0.06	0.15	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.26	0.12	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.22	0.14	0.5
431	0.06	0.15	0.18	0.06	0.19	0.12	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.2	0.24	0.22	0.14	0.5
432	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.22	0.14	0.5
433	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.22	0.14	0.5
434	0.08	0.17	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.23	0.24	0.06	0.14	0.5
435	0.06	0.12	0.18	0.04	0.16	0.12	0.11	0.06	0.21	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.13	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
436	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
437	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.06	0.14	0.5
438	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
439	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.06	0.14	0.5
440	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.06	0.14	0.5
441	0.14	0.19	0.18	0.09	0.26	0.14	0.15	0.25	0.23	0.26	0.17	0.3	0.31	0.1	0.14	0.09	0.14	0.14	0.11	0.33	0.16	0.07	0.3	0.28	0.11	0.29	0.5
442	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.25	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
443	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
444	0.06	0.27	0.18	0.37	0.45	0.29	0.11	0.06	0.23	0.25	0.5	0.29	0.32	0.09	0.14	0.08	0.14	0.17	0.17	0.27	0.33	0.07	0.23	0.3	0.11	0.29	0.5
445	0.08	0.29	0.21	0.52	0.55	0.39	0.12	0.06	0.28	0.24	0.5	0.37	0.35	0.09	0.17	0.11	0.21	0.19	0.11	0.27	0.44	0.09	0.23	0.3	0.11	0.29	0.5
446	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
447	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
448	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.29	0.5
449	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
450	0.06	0.15	0.18	0.15	0.16	0.12	0.11	0.19	0.22	0.24	0.17	0.35	0.29	0.09	0.14	0.07	0.14	0.13	0.11	0.27	0.26	0.07	0.17	0.24	0.11	0.29	0.5
451	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.26	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
452	0.06	0.17	0.18	0.07	0.16	0.12	0.12	0.19	0.23	0.24	0.17	0.33	0.27	0.1	0.14	0.08	0.21	0.13	0.11	0.4	0.25	0.09	0.17	0.24	0.11	0.29	0.5
453	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
454	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
455	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
456	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
457	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
458	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
459	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
460	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
461	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
462	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
463	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
464	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
465	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
466	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
467	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
468	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
469	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
470	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
471	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
472	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
473	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.19	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
474	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
475	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
476	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
477	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
478	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
480	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
481	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
482	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
484	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
485	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
486	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
487	0.06	0.12	0.04	0.01	0.16	0.1	0.11	0.19	0.01	0.24	0.17	0.25	0.02	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.03	0.24	0.11	0.29	0.5
488	0.06	0.12	0.04	0.01	0.16	0.1	0.11	0.19	0.01	0.24	0.17	0.25	0.02	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.03	0.24	0.11	0.29	0.5
489	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
490	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
491	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
492	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
493	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
494	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
495	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.19	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
496	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
497	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.29	0.5
498	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
499	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.19	0.24	0.17	0.25	0.26	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
500	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
501	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.29	0.5
502	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
503	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.29	0.5
504	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.29	0.5
505	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
506	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.29	0.5
